time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-06-23T21:57:54.900Z,16.81,120.485,33,,,5,,,1.23,us,usp0009v18,2014-11-07T01:10:24.351Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
2000-06-19T09:34:57.040Z,14.011,120.532,115,5.6,mwc,178,,,1.06,us,usp0009uum,2016-11-09T22:47:25.353Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
2000-06-12T03:24:04.000Z,13.863,120.609,113.9,4.3,mb,19,,,1.22,us,usp0009uf6,2014-11-07T01:10:21.940Z,"Mindoro, Philippines",earthquake,,6.9,,2,reviewed,us,us
2000-05-19T17:41:18.060Z,13.814,120.533,91.8,5.1,mwc,,,,1.15,us,usp0009t6d,2016-11-09T22:33:20.099Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
2000-04-23T06:48:51.270Z,14.522,119.802,63.8,4.7,mb,,,,1.02,us,usp0009rr5,2014-11-07T01:09:55.849Z,"Luzon, Philippines",earthquake,,7.1,,19,reviewed,us,us
2000-04-22T20:09:44.400Z,14.524,119.581,36.2,,,,,,1.44,us,usp0009rqb,2014-11-07T01:09:55.753Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
2000-04-22T20:01:05.820Z,14.392,119.599,43,4.5,mb,,,,1.28,us,usp0009rqa,2014-11-07T01:09:55.749Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
2000-04-05T02:50:12.390Z,16.203,119.535,61.5,4.7,mb,,,,0.93,us,usp0009qub,2014-11-07T01:09:51.515Z,"Luzon, Philippines",earthquake,,9.5,,10,reviewed,us,us
2000-03-27T03:00:43.350Z,16.65,120.211,90.4,,,,,,1.32,us,usp0009q8r,2014-11-07T01:09:45.233Z,"Luzon, Philippines",earthquake,,8.2,,,reviewed,us,us
2000-03-20T08:42:28.050Z,15.063,119.558,33,4.9,mb,,,,1.28,us,usp0009pyb,2014-11-07T01:09:43.554Z,"Luzon, Philippines",earthquake,,,,17,reviewed,us,us
2000-02-08T06:04:09.140Z,15.569,120.101,83.9,3.8,mb,,,,0.83,us,usp0009n6p,2014-11-07T01:09:28.824Z,"Luzon, Philippines",earthquake,,10,,2,reviewed,us,us
2000-01-25T17:02:16.080Z,13.66,120.989,144.7,4,mb,,,,1.47,us,usp0009mnd,2014-11-07T01:09:21.951Z,"Mindoro, Philippines",earthquake,,7.8,,2,reviewed,us,us
2000-01-24T02:17:20.140Z,15.773,120.232,65,,,,,,1.55,us,usp0009mkp,2014-11-07T01:09:21.735Z,"Luzon, Philippines",earthquake,,14.3,,,reviewed,us,us
2000-01-18T10:24:09.840Z,15.779,119.919,33,4.2,mb,,,,1.37,us,usp0009maj,2014-11-07T01:09:20.405Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
2000-01-18T09:56:54.670Z,15.732,119.796,33,4.6,mb,,,,1.24,us,usp0009mah,2014-11-07T01:09:20.401Z,"Luzon, Philippines",earthquake,,,,8,reviewed,us,us
2000-01-10T11:20:04.350Z,16.449,120.989,33,4.1,mb,,,,0.98,us,usp0009kzw,2014-11-07T01:09:18.950Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
2000-01-07T16:00:02.130Z,15.957,119.459,33,4.5,mb,,,,0.97,us,usp0009kva,2014-11-07T01:09:18.205Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
2000-01-07T13:48:53.770Z,16.395,120.985,33,,,,,,1.34,us,usp0009kv8,2014-11-07T01:09:18.200Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
2000-01-06T21:31:06.220Z,16.095,119.484,33,6.2,mwc,,,,1.51,us,usp0009kub,2016-11-10T00:22:44.490Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1999-12-24T23:09:47.980Z,16.545,119.433,33,3.9,mb,,,,1.46,us,usp0009k8f,2014-11-07T01:09:11.185Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1999-12-23T15:01:28.190Z,16.643,119.321,76.4,3.8,mb,,,,0.73,us,usp0009k6z,2014-11-07T01:09:10.995Z,"Luzon, Philippines",earthquake,,19.9,,2,reviewed,us,us
1999-12-23T01:38:07.300Z,16.571,119.445,69.5,4.4,mb,,,,1.06,us,usp0009k64,2014-11-07T01:09:10.896Z,"Luzon, Philippines",earthquake,,13.2,,4,reviewed,us,us
1999-12-22T21:32:33.340Z,16.581,119.818,98.1,3.7,mb,,,,0.92,us,usp0009k5u,2014-11-07T01:09:10.867Z,"Luzon, Philippines",earthquake,,12.4,,1,reviewed,us,us
1999-12-21T14:07:03.110Z,16.446,119.07,33,4.6,mb,,,,1.24,us,usp0009k3p,2014-11-07T01:09:10.524Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
1999-12-21T03:38:19.590Z,16.473,119.501,33,4,mb,,,,0.67,us,usp0009k3a,2014-11-07T01:09:10.469Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1999-12-21T03:12:40.900Z,16.502,119.255,33,4.4,mb,,,,1.26,us,usp0009k37,2014-11-07T01:09:10.457Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1999-12-20T06:55:46.060Z,16.548,119.201,33,4.7,mb,,,,0.84,us,usp0009k1q,2014-11-07T01:09:10.307Z,"Luzon, Philippines",earthquake,,,,9,reviewed,us,us
1999-12-20T06:43:35.150Z,16.473,119.451,33,4.5,mb,,,,0.71,us,usp0009k1p,2014-11-07T01:09:10.305Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1999-12-19T17:57:19.560Z,16.524,119.227,33,,,,,,1.17,us,usp0009k10,2014-11-07T01:09:10.240Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-12-14T09:09:26.240Z,13.955,120.542,33,4.6,mb,,,,1.21,us,usp0009jux,2014-11-07T01:09:09.461Z,"Mindoro, Philippines",earthquake,,,,5,reviewed,us,us
1999-12-12T17:27:05.450Z,15.733,119.847,33,5,mb,,,,1,us,usp0009jsx,2014-11-07T01:09:09.143Z,"Luzon, Philippines",earthquake,,,,31,reviewed,us,us
1999-12-12T12:29:13.380Z,15.246,119.792,33,4.6,mb,,,,1.27,us,usp0009jsm,2014-11-07T01:09:09.119Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1999-12-12T08:16:00.760Z,15.975,119.862,33,4.6,mb,,,,1.5,us,usp0009js9,2014-11-07T01:09:09.085Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1999-12-12T07:24:26.870Z,16.048,120.011,33,4.7,mb,,,,1.27,us,usp0009js6,2014-11-07T01:09:09.054Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1999-12-12T06:22:44.850Z,16.041,119.938,33,4.7,mb,,,,0.98,us,usp0009js4,2014-11-07T01:09:09.049Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1999-12-12T01:11:24.750Z,16.034,119.8,33,5.1,mb,,,,1.04,us,usp0009jrv,2014-11-07T01:09:09.017Z,"Luzon, Philippines",earthquake,,,,41,reviewed,us,us
1999-12-11T22:30:24.360Z,15.932,119.835,33,4.8,mb,,,,0.9,us,usp0009jrm,2014-11-07T01:09:08.995Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
1999-12-11T22:21:07.810Z,15.835,119.689,33,4.7,mb,,,,1,us,usp0009jrj,2014-11-07T01:09:08.992Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1999-12-11T18:03:36.450Z,15.766,119.74,33,7.3,mwc,,,,1,us,usp0009jr8,2017-04-26T17:56:40.750Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1999-12-09T02:04:45.160Z,16.468,121.113,33,4.5,mb,,,,0.6,us,usp0009jmr,2014-11-07T01:09:08.331Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1999-12-04T13:34:21.070Z,13.827,120.759,171.1,4.8,mb,,,,0.96,us,usp0009jfg,2014-11-07T01:09:06.093Z,"Mindoro, Philippines",earthquake,,17.7,,26,reviewed,us,us
1999-11-16T16:37:25.640Z,16.695,120.557,33,4.3,mb,,,,1.34,us,usp0009hqc,2014-11-07T01:08:58.453Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1999-11-08T13:12:17.330Z,13.497,120.249,116.5,4.3,mb,,,,0.86,us,usp0009h91,2014-11-07T01:08:55.907Z,"Mindoro, Philippines",earthquake,,9.6,,1,reviewed,us,us
1999-11-01T06:52:55.090Z,13.496,120.774,206.9,4.7,mb,,,,1.01,us,usp0009gxk,2014-11-07T01:08:49.714Z,"Mindoro, Philippines",earthquake,,4.4,,10,reviewed,us,us
1999-10-31T16:06:09.440Z,13.478,120.345,59.1,3.9,mb,,,,1.38,us,usp0009gw5,2014-11-07T01:08:47.796Z,"Mindoro, Philippines",earthquake,,15.2,,1,reviewed,us,us
1999-10-15T16:39:35.970Z,16.186,120.534,44.5,4.5,mb,,,,1.31,us,usp0009fv7,2014-11-07T01:08:41.934Z,"Luzon, Philippines",earthquake,,7.8,,2,reviewed,us,us
1999-09-27T00:53:15.010Z,16.606,120.067,60,4.7,mb,,,,0.87,us,usp0009f2x,2014-11-07T01:08:32.622Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1999-09-08T18:37:46.940Z,13.989,120.662,159.4,4.6,mb,,,,0.87,us,usp0009e6u,2014-11-07T01:08:27.627Z,"Mindoro, Philippines",earthquake,,18.8,,9,reviewed,us,us
1999-09-07T17:30:09.620Z,15.607,119.553,33,4.6,mb,,,,1.03,us,usp0009e4x,2014-11-07T01:08:27.230Z,"Luzon, Philippines",earthquake,,,,15,reviewed,us,us
1999-08-25T19:19:40.090Z,15.134,119.6,49,4.2,mb,,,,1.47,us,usp0009dmv,2014-11-07T01:08:19.952Z,"Luzon, Philippines",earthquake,,17.7,,1,reviewed,us,us
1999-08-23T11:17:58.670Z,15.831,119.154,33,,,,,,0.73,us,usp0009dhe,2014-11-07T01:08:19.516Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-08-22T19:54:08.790Z,15.865,119.373,33,,,,,,0.81,us,usp0009dgj,2014-11-07T01:08:19.400Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-08-17T19:56:13.710Z,15.941,119.391,33,4.8,mb,,,,1.03,us,usp0009d81,2014-11-07T01:08:17.273Z,"Luzon, Philippines",earthquake,,,,16,reviewed,us,us
1999-08-16T14:38:07.000Z,13.672,120.807,137.5,4.8,mb,,,,0.88,us,usp0009d4b,2014-11-07T01:08:16.731Z,"Mindoro, Philippines",earthquake,,3.7,,18,reviewed,us,us
1999-08-13T21:09:00.660Z,15.695,120.15,33,,,,,,0.43,us,usp0009d08,2014-11-07T01:08:16.237Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-08-01T22:51:39.650Z,13.474,120.089,80.6,,,,,,1.41,us,usp0009cfs,2014-11-07T01:08:12.826Z,"Mindoro, Philippines",earthquake,,14.9,,,reviewed,us,us
1999-07-19T08:10:51.140Z,14.304,118.999,33,4.6,mb,,,,0.91,us,usp0009buk,2014-11-07T01:08:07.097Z,Philippine Islands region,earthquake,,,,5,reviewed,us,us
1999-07-19T02:22:38.740Z,15.203,120.125,91.1,,,,,,0.76,us,usp0009bu7,2014-11-07T01:08:07.045Z,"Luzon, Philippines",earthquake,,10.8,,,reviewed,us,us
1999-07-14T01:45:13.910Z,13.863,120.715,218.8,,,,,,1.27,us,usp0009bjy,2014-11-07T01:08:05.716Z,"Mindoro, Philippines",earthquake,,7.6,,,reviewed,us,us
1999-07-06T03:37:01.460Z,13.526,119.806,33,,,,,,1.59,us,usp0009b4x,2014-11-07T01:08:03.323Z,Philippine Islands region,earthquake,,,,,reviewed,us,us
1999-06-12T20:29:21.540Z,16.425,119.973,10,,,,,,1.48,us,usp00099rx,2014-11-07T01:07:53.466Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-05-27T06:18:20.450Z,15.287,119.963,33,5.2,mwc,,,,0.88,us,usp00098up,2016-11-09T22:37:30.615Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1999-05-24T09:38:53.130Z,13.675,120.645,115.7,4.6,mb,,,,0.8,us,usp00098n8,2014-11-07T01:07:42.827Z,"Mindoro, Philippines",earthquake,,29.9,,17,reviewed,us,us
1999-05-22T23:47:20.750Z,13.951,121.324,33,4.6,mb,,,,1.4,us,usp00098je,2014-11-07T01:07:42.600Z,"Mindoro, Philippines",earthquake,,,,5,reviewed,us,us
1999-05-10T13:58:21.110Z,13.927,119.431,33,4.3,mb,,,,1.02,us,usp00097qv,2014-11-07T01:07:39.354Z,Philippine Islands region,earthquake,,,,2,reviewed,us,us
1999-05-09T20:35:08.450Z,13.64,120.764,128.5,5,mb,,,,0.97,us,usp00097pn,2014-11-07T01:07:39.205Z,"Mindoro, Philippines",earthquake,,,,34,reviewed,us,us
1999-04-17T07:19:15.590Z,13.683,121.23,33,,,,,,1.1,us,usp00096ez,2014-11-07T01:07:28.782Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,us
1999-04-16T19:02:14.400Z,15.941,120.068,33,4.5,mb,,,,1.15,us,usp00096dw,2014-11-07T01:07:28.641Z,"Luzon, Philippines",earthquake,,,,9,reviewed,us,us
1999-04-16T10:02:21.670Z,13.519,120.631,33,4.6,mb,,,,1.13,us,usp00096d0,2014-11-07T01:07:28.546Z,"Mindoro, Philippines",earthquake,,,,11,reviewed,us,us
1999-03-04T21:53:17.730Z,15.27,120.209,98.2,3.9,mb,,,,1.25,us,usp00093v5,2014-11-07T01:07:10.301Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1999-02-08T19:59:13.270Z,15.584,120.035,33,,,,,,1.02,us,usp00092gb,2014-11-07T01:07:00.511Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-02-07T21:37:47.930Z,14.512,119.768,33,,,,,,1.28,us,usp00092eh,2014-11-07T01:07:00.138Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1999-01-21T04:13:05.330Z,16.425,121.126,33,4.6,mb,,,,1.05,us,usp00091ej,2014-11-07T01:06:50.200Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1999-01-01T04:39:51.690Z,13.677,120.292,100,4.2,mb,,,,0.73,us,usp00090ex,2014-11-07T01:06:44.596Z,"Mindoro, Philippines",earthquake,,,,3,reviewed,us,us
1998-12-29T11:44:24.190Z,15.201,120.476,100,4.2,mb,,,,1.21,us,usp00090b6,2014-11-07T01:06:42.297Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1998-12-25T03:12:45.870Z,14.839,120.297,140.2,4.2,mb,,,,0.96,us,usp000904g,2014-11-07T01:06:41.623Z,"Luzon, Philippines",earthquake,,30.9,,2,reviewed,us,us
1998-12-17T00:24:04.910Z,13.729,120.809,200,4.6,mb,,,,0.94,us,usp0008zqt,2014-11-07T01:06:39.604Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1998-12-01T05:18:25.690Z,13.482,120.103,33,4.8,mb,,,,1.14,us,usp0008z0p,2014-11-07T01:06:34.004Z,"Mindoro, Philippines",earthquake,,,,13,reviewed,us,us
1998-11-29T10:22:19.960Z,13.869,119.096,33,4.6,mb,,,,0.93,us,usp0008ywn,2014-11-07T01:06:30.606Z,Philippine Islands region,earthquake,,,,4,reviewed,us,us
1998-11-27T16:05:13.970Z,13.752,120.84,127.7,4.7,mb,,,,1.13,us,usp0008yu6,2014-11-07T01:06:30.375Z,"Mindoro, Philippines",earthquake,,,,16,reviewed,us,us
1998-11-22T15:43:41.180Z,14.048,120.33,33,4.5,mb,,,,0.94,us,usp0008ykp,2014-11-07T01:06:28.483Z,"Luzon, Philippines",earthquake,,,,6,reviewed,us,us
1998-11-22T13:11:53.760Z,14.047,121.323,33,,,,,,0.7,us,usp0008ykj,2014-11-07T01:06:28.478Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1998-11-20T15:58:10.080Z,16.053,121.651,33,3.9,mb,,,,0.66,us,usp0008ygq,2014-11-07T01:06:28.190Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-11-19T14:06:24.200Z,13.965,120.211,33,4.2,mb,,,,0.84,us,usp0008yez,2014-11-07T01:06:28.024Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1998-11-16T21:06:50.620Z,13.84,120.729,100.2,4.7,mb,,,,0.92,us,usp0008yam,2014-11-07T01:06:27.568Z,"Mindoro, Philippines",earthquake,,7.8,,24,reviewed,us,us
1998-10-22T05:03:35.480Z,13.607,119.822,33,,,,,,1.31,us,usp0008wvr,2014-11-07T01:06:16.615Z,Philippine Islands region,earthquake,,,,,reviewed,us,us
1998-10-21T03:18:17.590Z,14.511,120.019,76,4.9,mb,,,,0.99,us,usp0008wu3,2014-11-07T01:06:16.454Z,"Luzon, Philippines",earthquake,,6.9,,24,reviewed,us,us
1998-10-12T15:30:49.270Z,13.679,120.995,157.4,,,,,,0.92,us,usp0008we2,2014-11-07T01:06:14.134Z,"Mindoro, Philippines",earthquake,,5.5,,,reviewed,us,us
1998-10-04T17:03:30.720Z,14.453,119.314,33,,,,,,1.13,us,usp0008vzh,2014-11-07T01:06:11.920Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1998-08-31T19:16:20.890Z,14.944,120.196,67.7,5.4,mwc,,,,1.03,us,usp0008u6a,2016-11-09T23:22:35.713Z,"Luzon, Philippines",earthquake,,5.8,,,reviewed,us,hrv
1998-08-23T05:36:12.920Z,14.697,120.046,70.1,6.1,mwb,,,,0.9,us,usp0008tqv,2017-04-26T17:54:58.412Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1998-08-22T22:58:28.490Z,15.577,119.4,33,5.4,mwc,,,,1.15,us,usp0008tqc,2016-11-09T23:18:39.360Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1998-08-21T06:01:19.300Z,13.992,121.358,33,,,,,,0.95,us,usp0008tmh,2014-11-07T01:05:51.959Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,us
1998-08-20T03:02:09.690Z,14.981,119.069,33,4.3,mb,,,,1.46,us,usp0008tj4,2014-11-07T01:05:51.362Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1998-08-14T09:10:48.830Z,14.027,120.831,150,4.2,mb,,,,0.62,us,usp0008t86,2014-11-07T01:05:48.897Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-08-14T01:52:39.090Z,13.598,120.753,204.8,4.5,mb,,,,0.95,us,usp0008t7m,2014-11-07T01:05:48.836Z,"Mindoro, Philippines",earthquake,,11.7,,19,reviewed,us,us
1998-08-12T18:07:50.650Z,15.409,119.464,33,4.4,mb,,,,1.09,us,usp0008t5f,2014-11-07T01:05:48.607Z,"Luzon, Philippines",earthquake,,,,13,reviewed,us,us
1998-08-06T08:27:11.320Z,14.704,120.342,150,3.9,mb,,,,0.47,us,usp0008sux,2014-11-07T01:05:47.292Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1998-08-01T07:04:18.040Z,14.874,120.402,33,4.6,mb,,,,0.98,us,usp0008sk3,2014-11-07T01:05:41.596Z,"Luzon, Philippines",earthquake,,,,14,reviewed,us,us
1998-07-31T12:01:46.280Z,13.441,120.916,33,4.2,mb,,,,0.81,us,usp0008shp,2014-11-07T01:05:39.842Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1998-07-15T19:37:15.950Z,13.68,120.703,33,4.5,mb,,,,0.56,us,usp0008rk1,2014-11-07T01:05:36.052Z,"Mindoro, Philippines",earthquake,,,,6,reviewed,us,us
1998-07-07T14:00:16.140Z,13.438,120.936,250,4.6,mb,,,,0.79,us,usp0008r40,2014-11-07T01:05:33.683Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
1998-06-29T00:02:37.860Z,14.2,121.77,33,4.3,mb,,,,0.77,us,usp0008qnv,2014-11-07T01:05:27.740Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1998-06-28T16:56:57.250Z,15.802,119.277,100,3.9,mb,,,,0.68,us,usp0008qnd,2014-11-07T01:05:27.694Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1998-06-26T21:38:53.840Z,13.445,120.697,100,4.4,mb,,,,0.58,us,usp0008qj6,2014-11-07T01:05:27.309Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1998-06-10T00:44:10.450Z,15.494,119.802,100,4.1,mb,,,,1,us,usp0008pnh,2014-11-07T01:05:23.756Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-06-06T00:43:03.740Z,15.593,120.166,100,3.9,mb,,,,0.73,us,usp0008pdf,2014-11-07T01:05:22.561Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1998-05-09T07:03:18.390Z,14.539,120.035,33,4,mb,,,,0.87,us,usp0008mrb,2014-11-07T01:05:11.715Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1998-04-24T05:34:41.840Z,14.966,119.109,34.4,4.4,mb,,,,1.05,us,usp0008kvn,2014-11-07T01:05:03.935Z,"Luzon, Philippines",earthquake,,,,9,reviewed,us,us
1998-04-15T01:33:57.970Z,16.238,120.171,33,3.7,mb,,,,0.7,us,usp0008k97,2014-11-07T01:04:59.873Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-04-14T14:04:10.580Z,16.238,119.77,33,4.3,mb,,,,0.96,us,usp0008k89,2014-11-07T01:04:59.779Z,"Luzon, Philippines",earthquake,,,,9,reviewed,us,us
1998-04-14T13:21:01.740Z,16.261,119.671,70,4.3,mb,,,,0.67,us,usp0008k84,2014-11-07T01:04:59.768Z,"Luzon, Philippines",earthquake,,,,5,reviewed,us,us
1998-04-13T17:18:17.450Z,16.512,121.312,33,3.9,mb,,,,1.05,us,usp0008k4u,2014-11-07T01:04:59.461Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-04-01T11:01:33.790Z,15.81,120.018,33,3.7,mb,,,,0.9,us,usp0008jcn,2014-11-07T01:04:54.305Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-03-30T09:54:48.640Z,13.955,121.37,33,4.1,mb,,,,1.43,us,usp0008j94,2014-11-07T01:04:52.210Z,"Mindoro, Philippines",earthquake,,,,5,reviewed,us,us
1998-03-30T06:20:17.980Z,14.124,119.057,27.6,3.9,mb,,,,1.52,us,usp0008j8x,2014-11-07T01:04:52.136Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1998-03-24T03:08:43.210Z,13.934,120.883,200,4.6,mb,,,,0.77,us,usp0008hy4,2014-11-07T01:04:49.451Z,"Mindoro, Philippines",earthquake,,,,9,reviewed,us,us
1998-03-21T14:16:16.650Z,13.515,120.645,200,4.4,mb,,,,0.8,us,usp0008ht8,2014-11-07T01:04:48.484Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1998-02-15T10:09:38.440Z,16.783,120.578,33,4.1,mb,,,,0.69,us,usp0008g0x,2014-11-07T01:04:33.123Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1998-01-12T18:21:15.610Z,16.888,120.698,126.3,3.9,mb,,,,0.67,us,usp0008e6s,2014-11-07T01:04:19.673Z,"Luzon, Philippines",earthquake,,31.6,,4,reviewed,us,us
1998-01-12T08:55:45.590Z,14.226,119.549,33,4.5,mb,,,,0.1,us,usp0008e58,2014-11-07T01:04:19.455Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1998-01-11T19:18:30.180Z,16.125,120.957,33,4.8,mb,,,,0.86,us,usp0008e48,2014-11-07T01:04:19.315Z,"Luzon, Philippines",earthquake,,,,19,reviewed,us,us
1998-01-09T21:50:06.670Z,15.719,121.335,33,4.4,mb,,,,1.21,us,usp0008e0q,2014-11-07T01:04:18.754Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1998-01-04T04:24:13.940Z,14.706,122.006,33,4.7,mb,,,,1.19,us,usp0008dqj,2014-11-07T01:04:16.722Z,"Luzon, Philippines",earthquake,,,,15,reviewed,us,us
1997-12-31T19:53:11.270Z,16.414,121.116,33,4.2,mb,,,,1.09,us,usp0008dgj,2014-11-07T01:04:12.514Z,"Luzon, Philippines",earthquake,,,,4,reviewed,us,us
1997-12-24T17:43:51.180Z,14.584,119.742,33,3.6,mb,,,,0.36,us,usp0008d4p,2014-11-07T01:04:09.617Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1997-12-23T17:39:25.160Z,14.866,120.198,33,4.2,mb,,,,0.93,us,usp0008d38,2014-11-07T01:04:09.494Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1997-12-22T16:49:52.960Z,14.901,119.921,33,5.6,mwc,,,,0.88,us,usp0008d1n,2016-11-10T00:16:13.712Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1997-12-20T06:09:30.660Z,14.536,121.331,100,3.8,mb,,,,0.88,us,usp0008cyk,2014-11-07T01:04:08.876Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1997-12-17T22:53:17.640Z,13.949,120.785,115.3,4.4,mb,,,,0.91,us,usp0008ctu,2014-11-07T01:04:08.406Z,"Mindoro, Philippines",earthquake,,,,4,reviewed,us,us
1997-12-15T12:38:04.210Z,14.022,120.97,200,,,,,,1.19,us,usp0008cpj,2014-11-07T01:04:07.895Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1997-12-03T01:41:26.650Z,14.115,121.64,33,4.2,mb,,,,1.03,us,usp0008bp0,2014-11-07T01:04:02.050Z,"Luzon, Philippines",earthquake,,,,2,reviewed,us,us
1997-11-17T06:59:34.730Z,14.11,120.878,200,3.8,mb,,,,0.85,us,usp0008atu,2014-11-07T01:03:55.274Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1997-11-10T16:02:15.060Z,16.069,119.952,33,4,mb,,,,0.95,us,usp0008ae6,2014-11-07T01:03:53.250Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1997-11-07T20:25:09.660Z,14.899,119.847,33,4.5,mb,,,,0.82,us,usp0008a8a,2014-11-07T01:03:52.564Z,"Luzon, Philippines",earthquake,,,,1,reviewed,us,us
1997-10-07T10:06:14.970Z,13.682,120.079,33,4.1,mb,,,,0.52,us,usp00088pk,2014-11-07T01:03:39.097Z,"Mindoro, Philippines",earthquake,,,,2,reviewed,us,us
1997-10-04T15:14:17.210Z,14.152,120.751,200,4.9,mb,,,,0.98,us,usp00088h3,2014-11-07T01:03:36.975Z,"Luzon, Philippines",earthquake,,,,27,reviewed,us,us
1997-09-07T14:32:02.240Z,13.765,120.726,104.3,5,mwc,,,,0.73,us,usp000878f,2016-11-09T23:25:56.512Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
1997-09-04T03:54:27.000Z,14.264,119.379,33,4.4,mb,,,,1.38,us,usp000873z,2014-11-07T01:03:26.855Z,"Luzon, Philippines",earthquake,,,,3,reviewed,us,us
1997-08-16T01:47:43.620Z,13.539,120.951,33,,,,,,1.17,us,usp000869g,2014-11-07T01:03:18.948Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,us
1997-08-09T14:25:42.490Z,13.723,120.742,108.5,4.7,mb,,,,0.89,us,usp00085zv,2014-11-07T01:03:17.174Z,"Mindoro, Philippines",earthquake,,,,17,reviewed,us,us
1997-08-08T10:21:22.570Z,13.691,120.178,33,4.2,mb,,,,0.67,us,usp00085y6,2014-11-07T01:03:16.924Z,"Mindoro, Philippines",earthquake,,,,6,reviewed,us,us
