time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-10-01T22:50:22.360Z,13.8138,120.8291,110.94,4.5,mb,,114,0.305,0.69,us,us10006ug5,2017-01-03T21:10:40.040Z,"10km NW of Solo, Philippines",earthquake,10.3,5.8,0.09,36,reviewed,us,us
2016-08-16T17:38:09.820Z,14.873,122.133,41.21,4.7,mb,,114,1.389,0.8,us,us10006f5d,2016-11-15T02:21:50.040Z,"11km NNW of Patnanungan, Philippines",earthquake,7.7,6.3,0.068,66,reviewed,us,us
2016-08-15T02:50:44.330Z,14.9428,121.9712,44.45,4.6,mb,,116,1.304,1.34,us,us10006du2,2016-11-15T02:21:49.040Z,"8km WSW of Carlagan, Philippines",earthquake,6.2,8.2,0.101,29,reviewed,us,us
2016-08-10T08:07:05.860Z,13.8021,120.798,72.62,4.6,mb,,129,0.327,1.01,us,us10006dbr,2016-10-26T03:10:24.040Z,"11km ESE of Hukay, Philippines",earthquake,4.9,6.3,0.075,53,reviewed,us,us
2016-08-07T23:43:47.250Z,16.5717,119.7958,78.96,4.6,mb,,67,6.74,0.73,us,us10006bzs,2016-10-26T03:10:22.040Z,"21km NW of Binabalian Ricor, Philippines",earthquake,9.9,7.2,0.053,107,reviewed,us,us
2016-07-28T18:36:55.200Z,13.9691,120.7527,248.62,4.4,mb,,74,9.014,0.85,us,us100069ig,2016-09-24T22:47:22.040Z,"2km W of Calantas, Philippines",earthquake,6.9,10.3,0.086,39,reviewed,us,us
2016-07-03T12:49:38.000Z,13.3616,120.546,64.04,4.6,mb,,118,8.379,0.54,us,us100061yv,2016-09-02T21:36:35.040Z,"10km ESE of Paluan, Philippines",earthquake,13.8,2.9,0.132,17,reviewed,us,us
2016-07-03T06:56:31.920Z,13.7416,120.4035,78.25,4.6,mb,,87,0.629,0.42,us,us100061yr,2016-09-02T21:36:34.040Z,"16km E of Looc, Philippines",earthquake,11.7,10.7,0.182,9,reviewed,us,us
2016-06-13T16:51:20.820Z,16.0818,120.0693,67.97,4.4,mb,,125,7.364,0.75,us,us200065if,2016-08-25T01:22:54.040Z,"3km W of Agoo, Philippines",earthquake,11.3,7.9,0.117,21,reviewed,us,us
2016-06-10T18:52:08.520Z,16.5545,121.0118,36.67,5.1,mb,,31,6.231,1.05,us,us200063mg,2016-08-25T01:22:50.040Z,"14km W of Uddiawan, Philippines",earthquake,7.6,5.1,0.037,240,reviewed,us,us
2016-06-09T19:54:34.440Z,16.5742,121.0986,8,5.4,mww,,42,2.462,0.88,us,us2000638s,2016-08-18T00:36:37.040Z,"5km WNW of Uddiawan, Philippines",earthquake,7.3,1.7,,,reviewed,us,us
2016-05-28T05:52:02.090Z,13.6076,120.7981,175.09,4.9,mb,,99,8.678,0.81,us,us20005zz5,2016-08-10T22:30:24.040Z,"9km SW of Tingloy, Philippines",earthquake,9.5,5.6,0.095,35,reviewed,us,us
2016-05-21T11:14:48.780Z,15.0058,122.0132,38.83,4.8,mb,,84,7.82,0.77,us,us10005j4g,2016-08-03T22:33:40.040Z,"4km NW of Carlagan, Philippines",earthquake,8.4,6.4,0.057,94,reviewed,us,us
2016-05-20T03:36:18.260Z,14.4197,119.629,54.76,4.3,mb,,125,1.306,0.54,us,us20005y46,2016-08-03T22:33:38.040Z,"73km WSW of Sabang, Philippines",earthquake,13.8,9.7,0.133,17,reviewed,us,us
2016-03-19T20:16:10.070Z,16.448,121.0433,10,4.2,mb,,147,6.336,0.51,us,us20005bt0,2016-06-09T21:41:51.040Z,"9km WSW of Busilak, Philippines",earthquake,9.5,1.9,0.159,11,reviewed,us,us
2016-03-18T09:50:38.500Z,16.4257,120.1469,101.77,4.1,mb,,123,2.432,0.67,us,us20005bqw,2016-06-09T21:41:48.040Z,"18km ENE of Cabungan, Philippines",earthquake,12,9,0.135,15,reviewed,us,us
2016-03-16T22:46:34.510Z,15.1486,120.0442,45.61,4.7,mb,,104,8.128,0.66,us,us20005ab2,2016-05-21T00:05:34.040Z,"1km SW of Cabangan, Philippines",earthquake,8.6,7.1,0.057,94,reviewed,us,us
2016-03-10T00:35:02.530Z,13.9638,120.6879,210.82,4.2,mb,,96,0.277,0.71,us,us10004xsk,2016-05-16T18:01:50.040Z,"3km NE of Bungahan, Philippines",earthquake,11.5,5.6,0.08,43,reviewed,us,us
2016-02-22T05:09:07.740Z,16.0663,119.6557,36.83,4.4,mb,,118,2.311,0.92,us,us10004sm2,2016-05-03T23:44:16.040Z,"15km WSW of Aloleng, Philippines",earthquake,8.8,6.4,0.104,27,reviewed,us,us
2016-02-08T06:46:59.060Z,13.8584,121.0568,21.37,4.2,mb,,136,8.911,0.57,us,us20004zi7,2016-04-19T01:33:24.040Z,"3km WNW of Bukal, Philippines",earthquake,13.6,7.2,0.199,7,reviewed,us,us
2016-02-02T13:04:44.970Z,13.9287,121.1288,119.79,4.2,mb,,134,9.074,0.68,us,us20004y4f,2016-04-14T22:51:41.040Z,"1km ESE of Banaybanay, Philippines",earthquake,14,5.3,0.176,9,reviewed,us,us
2016-02-02T13:03:19.850Z,13.7597,120.9053,121.58,4.6,mb,,69,0.341,0.78,us,us20004y3u,2016-04-14T22:51:41.040Z,"1km NNE of Solo, Philippines",earthquake,9.2,4.9,0.086,41,reviewed,us,us
2016-01-25T02:59:29.960Z,13.9877,120.6475,109.03,4.2,mb,,129,9.006,0.57,us,us20004vjp,2016-04-08T23:06:13.040Z,"1km SW of Prinza, Philippines",earthquake,6.5,8,0.117,20,reviewed,us,us
2016-01-24T21:08:18.770Z,13.7414,121.185,87.99,4.2,mb,,175,0.432,0.74,us,us20004vgx,2016-04-08T23:06:13.040Z,"1km N of Mapulo, Philippines",earthquake,15.7,5.8,0.118,20,reviewed,us,us
2016-01-13T01:06:18.100Z,13.8116,121.1205,188.34,4.1,mb,,118,0.339,1.07,us,us10004fl0,2016-03-30T02:27:57.040Z,"1km WSW of Ibaan, Philippines",earthquake,13.6,5.5,0.145,13,reviewed,us,us
2016-01-08T21:27:13.220Z,13.7496,120.7622,143.13,4.3,mb,,128,8.805,0.68,us,us10004egh,2016-03-30T02:27:49.040Z,"12km SSE of Hukay, Philippines",earthquake,10.1,10.4,0.119,20,reviewed,us,us
2015-12-21T04:46:46.110Z,14.1243,121.5806,35,4.4,mb,,138,14.837,1,us,us1000498r,2016-03-12T02:29:20.040Z,"2km ENE of Lucban, Philippines",earthquake,6.6,2,0.17,10,reviewed,us,us
2015-12-15T00:12:13.530Z,15.0046,120.6695,10.72,4.1,mb,,159,0.933,0.6,us,us10004841,2016-03-05T01:42:07.040Z,"1km SSW of San Juan, Philippines",earthquake,14.4,8,0.185,8,reviewed,us,us
2015-12-11T18:11:12.480Z,16.5748,119.72,55.81,4.9,mb,,59,2.724,1.08,us,us20004gk6,2016-03-05T01:42:02.040Z,"27km NW of Lucero, Philippines",earthquake,7.3,5.6,0.049,129,reviewed,us,us
2015-11-15T04:41:59.360Z,13.7483,120.9343,159.24,4.2,mb,,102,18.678,0.56,us,us10003zb4,2016-02-13T02:08:22.040Z,"0km SW of Mabini, Philippines",earthquake,13.1,7,0.113,22,reviewed,us,us
2015-11-07T19:40:13.550Z,16.4895,119.8464,37,5.5,mww,,27,6.401,0.84,us,us10003vl4,2016-11-10T21:59:05.775Z,"11km NW of Binabalian Ricor, Philippines",earthquake,6.9,1.8,,,reviewed,us,us
2015-10-19T13:50:41.620Z,13.8654,120.6172,106,5.8,mww,,28,8.33,0.97,us,us10003pnb,2016-11-10T21:56:31.192Z,"2km W of Balitoc, Philippines",earthquake,7.5,1.8,,,reviewed,us,us
2015-09-14T17:05:11.140Z,13.9349,120.853,172.94,4,mb,,131,21.511,0.66,us,us20003p1q,2015-12-12T00:42:52.040Z,"2km NNE of Sinisian, Philippines",earthquake,17.1,7.6,0.196,7,reviewed,us,us
2015-09-09T01:15:54.600Z,13.7512,120.7806,134.38,4.2,mb,,99,14.451,0.71,us,us20003mtw,2015-12-05T01:40:38.040Z,"11km WNW of Bagalangit, Philippines",earthquake,13.4,6.9,0.082,42,reviewed,us,us
2015-08-26T19:33:47.890Z,13.7383,120.7937,35,4,mb,,154,10.408,1.28,us,us20003hjq,2015-11-24T02:09:37.040Z,"9km WNW of Bagalangit, Philippines",earthquake,15,2,0.173,9,reviewed,us,us
2015-08-24T18:06:56.590Z,14.2511,121.0516,35,4.5,mb,,125,19.184,0.91,us,us20003haw,2015-11-24T02:09:33.040Z,"1km S of Binan, Philippines",earthquake,16.4,2,0.135,16,reviewed,us,us
2015-08-21T13:32:59.870Z,13.5487,120.857,57.5,4.4,mb,,114,9.221,1.4,us,us20003gfe,2015-11-24T02:09:27.040Z,"8km NW of Balatero, Philippines",earthquake,10.8,8,0.112,23,reviewed,us,us
2015-08-13T18:13:24.950Z,13.5037,120.8877,51.54,4.6,mb,,113,4.046,1.26,us,us1000321r,2015-11-17T00:13:25.040Z,"3km W of Balatero, Philippines",earthquake,11.6,8.6,0.076,52,reviewed,us,us
2015-08-09T04:49:50.610Z,13.4771,120.5114,90.65,5,mb,,94,4.051,0.57,us,us100030i8,2015-11-06T18:06:23.040Z,"8km NE of Paluan, Philippines",earthquake,10.3,4,0.055,108,reviewed,us,us
2015-07-29T21:46:17.700Z,16.3076,119.8376,36.72,4.8,mb,,70,1.371,0.53,us,us10002w82,2015-10-22T20:05:15.040Z,"3km ENE of Catuday, Philippines",earthquake,6.9,4.6,0.056,97,reviewed,us,us
2015-07-29T19:03:20.090Z,13.9991,120.7053,128.82,4.3,mb,,93,0.246,0.49,us,us1000333v,2015-10-22T20:05:14.040Z,"2km WNW of Putol, Philippines",earthquake,14.2,3.9,0.133,16,reviewed,us,us
2015-07-26T09:47:47.420Z,14.9371,120.3482,66.36,4.5,mb,,91,2.602,1,us,us200030mk,2015-10-22T20:05:00.040Z,"12km NW of San Benito, Philippines",earthquake,11.2,6.7,0.076,51,reviewed,us,us
2015-07-13T09:08:02.280Z,14.9068,119.973,49.22,4.4,mb,,128,2.67,0.67,us,us10002wxe,2015-10-09T20:19:15.040Z,"12km WSW of San Nicolas, Philippines",earthquake,15,8.7,0.154,12,reviewed,us,us
2015-06-20T11:41:59.290Z,15.119,119.5309,25.63,4.8,mb,,94,2.576,0.66,us,us10002khc,2015-09-01T00:53:51.040Z,"53km SW of Liozon, Philippines",earthquake,8.3,4.4,0.055,102,reviewed,us,us
2015-06-13T05:03:43.720Z,13.8112,120.6866,137.22,5,mb,,30,3.726,0.89,us,us20002pl7,2015-08-20T00:43:56.040Z,"4km SSW of Hukay, Philippines",earthquake,8.8,5,0.054,111,reviewed,us,us
2015-06-11T21:55:36.500Z,13.7839,120.7412,214.71,4.2,mb,,146,12.592,0.43,us,us10002l6m,2015-08-20T00:43:54.040Z,"7km SSE of Hukay, Philippines",earthquake,13.8,8.3,0.127,17,reviewed,us,us
2015-06-09T04:19:35.890Z,13.9232,120.5798,126.22,4.4,mb,,123,3.61,0.57,us,us10002k8e,2015-08-10T13:08:26.040Z,"4km W of Balibago, Philippines",earthquake,11.9,8,0.112,23,reviewed,us,us
2015-06-06T11:08:34.220Z,14.9914,119.8095,65.3,4.8,mb,,57,2.62,0.59,us,us20002mjh,2015-08-10T13:08:22.040Z,"29km WSW of Poblacion, San Felipe, Philippines",earthquake,9.5,5.6,0.058,90,reviewed,us,us
2015-06-06T10:48:51.050Z,13.5117,120.2533,83.21,4.4,mb,,103,4.021,0.59,us,us20002qbp,2015-08-10T13:08:22.040Z,"20km WNW of Harrison, Philippines",earthquake,8.5,8.6,0.149,17,reviewed,us,us
2015-05-10T14:11:44.900Z,13.9408,120.7792,222,4.5,mb,,45,0.221,0.72,us,us20002e7f,2015-07-17T07:06:05.040Z,"3km WNW of Calaca, Philippines",earthquake,4.4,6.1,0.058,85,reviewed,us,us
2015-05-08T13:11:28.160Z,16.6779,120.6298,112.93,4,mb,,152,2.577,0.61,us,us100029gn,2015-07-17T07:06:00.040Z,"3km SW of Kibungan, Philippines",earthquake,9.7,15.5,0.212,6,reviewed,us,us
2015-04-19T14:25:54.200Z,13.6853,120.7891,97.06,4.4,mb,,132,0.438,0.75,us,us200028vd,2015-06-26T23:15:57.040Z,"9km WNW of Tingloy, Philippines",earthquake,11.3,6.1,0.117,21,reviewed,us,us
2015-04-09T13:00:19.670Z,15.7803,121.05,35.06,4.6,mb,,135,1.851,0.91,us,us200025ck,2015-06-22T23:18:54.040Z,"2km NNE of Porais, Philippines",earthquake,12.4,4.1,0.157,12,reviewed,us,us
2015-03-14T14:37:37.260Z,16.8134,120.363,65.68,4.5,mb,,108,0.739,1,us,us10001mcp,2015-06-04T00:46:19.040Z,"4km WSW of Balaoan, Philippines",earthquake,9,6,0.077,50,reviewed,us,us
2015-02-23T23:14:12.630Z,16.3014,120.6448,48.86,4.4,mb,,130,1.256,0.65,us,usc000tsk2,2015-05-12T20:29:42.040Z,"7km SSW of Itogon, Philippines",earthquake,8.2,9.1,0.108,25,reviewed,us,us
2015-02-10T16:09:24.080Z,14.0028,120.6226,134.89,5.1,mb,,29,0.32,0.8,us,usc000tnp2,2015-05-04T22:47:53.040Z,"3km W of Prinza, Philippines",earthquake,6.1,4,0.042,187,reviewed,us,us
2015-02-06T23:33:30.580Z,13.9414,120.7052,111.91,4.3,mb,,109,0.275,0.45,us,usb000tnmf,2015-05-04T22:47:45.040Z,"2km W of Balayan, Philippines",earthquake,8.7,6.7,0.168,12,reviewed,us,us
2015-01-18T00:27:22.200Z,13.9268,120.6895,149.83,5.3,mb,,34,8.85,0.69,us,usc000tgvr,2015-04-20T16:05:33.040Z,"3km ESE of Bungahan, Philippines",earthquake,7.9,4.9,0.045,170,reviewed,us,us
2015-01-17T05:09:21.120Z,13.9467,120.641,145.98,5.3,mb,,40,8.965,0.77,us,usc000tgpb,2015-04-20T15:34:55.040Z,"1km S of Binubusan, Philippines",earthquake,9,5.2,0.062,92,reviewed,us,us
2015-01-10T19:32:00.320Z,14.7709,120.2456,59,5.9,mww,,21,8.042,0.72,us,usc000tejf,2017-10-11T21:01:43.722Z,"5km NW of Mabayo, Philippines",earthquake,7.4,1,,,reviewed,us,us
2014-12-31T10:21:49.920Z,13.7851,120.7236,155.6,4.6,mb,,106,8.829,0.8,us,usc000taxx,2015-03-17T02:38:24.040Z,"7km SSE of Hukay, Philippines",earthquake,9.9,7.8,0.065,70,reviewed,us,us
2014-12-31T09:26:22.450Z,13.7483,120.6673,110,5.5,mwb,,30,8.78,0.96,us,usc000taxu,2016-11-10T21:45:56.603Z,"10km SSE of Calatagan, Philippines",earthquake,8.3,1.9,0.05,39,reviewed,us,us
2014-12-16T17:06:41.170Z,15.9963,120.0729,56.95,5,mb,,38,6.851,0.78,us,usc000t7e2,2015-03-04T21:55:06.040Z,"7km SSW of Tobuan, Philippines",earthquake,8.6,6.6,0.059,95,reviewed,us,us
2014-11-10T10:51:14.510Z,13.7628,121.0823,128.28,4.1,mb,,133,0.365,0.53,us,usb000syky,2015-01-31T02:50:15.040Z,"2km E of Batangas, Philippines",earthquake,17.4,2,0.174,11,reviewed,us,us
2014-11-06T07:50:39.180Z,13.5854,120.6961,72.63,4.7,mb,,133,0.564,0.56,us,usc000sygs,2015-01-31T02:50:03.040Z,"14km NNW of Wawa, Philippines",earthquake,9.6,9.3,0.166,13,reviewed,us,us
2014-11-05T09:44:20.540Z,13.8125,121.104,77.31,4.3,mb,,143,19.577,0.51,us,usc000syfx,2015-01-31T02:50:01.040Z,"3km W of Ibaan, Philippines",earthquake,12.1,9.8,0.147,14,reviewed,us,us
2014-10-16T12:30:56.340Z,13.9769,119.9806,66.88,4.5,mb,,96,0.936,0.5,us,usb000srn1,2015-01-15T20:03:27.040Z,"12km NW of Cabra, Philippines",earthquake,10,13.4,0.242,7,reviewed,us,us
2014-10-15T00:05:11.540Z,13.5599,120.3768,66.18,4.4,mb,,134,8.532,0.69,us,usb000srf7,2015-01-15T20:03:25.040Z,"13km NNW of Harrison, Philippines",earthquake,12.1,6.4,0.126,31,reviewed,us,us
2014-10-07T08:03:17.740Z,13.7263,121.0824,29.41,4.7,mb,,128,0.399,1.31,us,usb000snfg,2014-12-23T01:42:06.040Z,"3km ESE of Wawa, Philippines",earthquake,8.8,6.2,0.12,23,reviewed,us,us
2014-10-02T16:13:24.470Z,15.1343,120.7411,203.56,4.7,mb,,64,1.043,0.8,us,usb000si6f,2014-12-23T01:41:58.040Z,"3km WSW of Arayat, Philippines",earthquake,7.1,4.7,0.048,138,reviewed,us,us
2014-09-20T09:55:08.180Z,13.6701,120.8751,130.36,4.3,mb,,100,0.433,1.13,us,usb000shcp,2014-12-19T00:05:23.040Z,"1km NNE of Tingloy, Philippines",earthquake,6.2,4.7,0.101,36,reviewed,us,us
2014-09-20T05:10:16.290Z,14.6089,120.3267,100.16,4.2,mb,,125,0.776,0.45,us,usb000shci,2014-12-19T00:05:22.040Z,"6km W of Banawang, Philippines",earthquake,14,12.4,0.187,9,reviewed,us,us
2014-09-16T10:03:16.030Z,15.3376,119.4201,10,4.5,mb,,103,9.756,0.75,us,usb000sgb3,2014-12-08T23:31:03.040Z,"53km WSW of Palauig, Philippines",earthquake,10.5,1.9,0.163,11,reviewed,us,us
2014-09-14T12:31:14.080Z,13.5807,120.8318,10,4.3,mb,,174,8.66,0.51,us,usb000sflk,2014-12-08T23:31:00.040Z,"9km SSW of Tingloy, Philippines",earthquake,9.6,2,0.267,6,reviewed,us,us
2014-09-14T01:48:21.680Z,13.6291,120.6729,112.79,4.1,mb,,129,0.535,0.51,us,usb000sfl2,2014-12-08T23:30:59.040Z,"19km NNW of Wawa, Philippines",earthquake,15.8,9,0.233,12,reviewed,us,us
2014-09-12T18:44:27.430Z,13.9178,121.0844,143.63,4.4,mb,,160,0.232,0.47,us,usb000sf71,2014-12-08T23:30:58.040Z,"1km NNW of Balagtasin, Philippines",earthquake,15.1,5.4,0.149,15,reviewed,us,us
2014-09-03T17:12:57.360Z,14.7984,119.5889,60.18,4.3,mb,,124,1.477,0.91,us,usb000sbta,2014-12-05T23:36:30.040Z,"55km WSW of San Nicolas, Philippines",earthquake,13.9,5.9,0.188,9,reviewed,us,us
2014-09-03T13:37:26.070Z,15.7658,121.3959,42.66,4.1,mb,,159,34.296,0.29,us,usb000sbt7,2014-12-05T23:36:30.040Z,"9km WSW of Maria Aurora, Philippines",earthquake,31.7,11.9,0.37,7,reviewed,us,us
2014-09-01T16:27:21.810Z,13.7805,120.8447,85.42,4.4,mb,,104,19.383,1.09,us,usc000s8r6,2014-11-29T00:09:24.000Z,"7km WNW of Solo, Philippines",earthquake,13.1,5.1,0.109,29,reviewed,us,us
2014-09-01T04:34:43.650Z,13.6283,120.8456,82.9,4.6,mb,,147,0.479,0.56,us,usb000sbp2,2014-11-29T00:09:23.000Z,"4km SW of Tingloy, Philippines",earthquake,9.3,8.9,0.151,16,reviewed,us,us
2014-08-17T12:51:30.750Z,14.0045,119.646,42.94,4.3,mb,,131,1.256,0.43,us,usc000s7y6,2014-11-15T04:07:12.000Z,"45km WNW of Cabra, Philippines",earthquake,,13.3,0.266,5,reviewed,us,us
2014-08-13T16:49:44.050Z,13.8757,120.8051,185.36,4.2,mb,,115,0.258,0.49,us,usb000s2en,2014-11-15T04:07:07.000Z,"6km S of Calaca, Philippines",earthquake,,3,0.112,28,reviewed,us,us
2014-08-08T15:26:44.790Z,14.9226,120.5575,115.32,4.4,mb,,127,0.894,0.39,us,usb000s4u6,2014-11-07T21:47:35.000Z,"0km S of Santa Teresa Primera, Philippines",earthquake,,9.9,0.149,15,reviewed,us,us
2014-07-27T11:27:44.050Z,16.055,120.6408,53.04,4.2,mb,,133,1.962,1.03,us,usb000s16u,2014-10-25T01:49:39.000Z,"3km N of Taboy Norte, Philippines",earthquake,,9.4,0.236,5,reviewed,us,us
2014-07-11T18:12:21.120Z,13.5776,121.0783,190.49,4.1,mb,,158,0.539,0.43,us,usb000rwff,2014-10-10T08:02:13.000Z,"5km S of Ilijan, Philippines",earthquake,,6.7,0.174,9,reviewed,us,us
2014-07-01T09:11:23.350Z,13.8691,119.1915,34.4,5,mb,,36,1.709,0.64,us,usc000rp53,2014-09-26T11:49:51.000Z,"92km W of Cabra, Philippines",earthquake,,3.4,0.05,130,reviewed,us,us
2014-06-29T22:25:15.790Z,15.288,120.3079,10,4.1,mb,,121,1.326,0.86,us,usb000rvq2,2014-09-26T11:49:48.000Z,"13km WSW of Santa Juliana, Philippines",earthquake,,1.9,0.185,11,reviewed,us,us
2014-06-26T18:00:55.560Z,14.6546,120.4842,10,4.1,mb,,162,0.702,0.47,us,usc000rrpu,2014-09-26T11:49:39.000Z,"4km ENE of Parang, Philippines",earthquake,,2,0.165,10,reviewed,us,us
2014-06-25T11:52:03.030Z,13.5968,120.6535,73.41,5.4,mww,,34,0.572,0.99,us,usc000rltb,2015-01-28T19:01:28.545Z,"17km NNW of Wawa, Philippines",earthquake,,2.1,,,reviewed,us,us
2014-06-17T06:56:40.750Z,15.94,119.5823,52.29,4.2,mb,,120,2.247,0.69,us,usc000rmug,2014-09-12T15:48:07.000Z,"19km W of Ilioilio, Philippines",earthquake,,8.9,0.237,9,reviewed,us,us
2014-05-29T18:42:13.180Z,15.2706,120.2819,130.97,4.4,mb,,115,1.323,1.44,us,usc000rg4f,2014-08-26T01:21:03.000Z,"17km WSW of Santa Juliana, Philippines",earthquake,,8.4,0.162,11,reviewed,us,us
2014-05-04T16:43:30.210Z,16.4942,121.3213,53.78,4.3,mb,,134,6.862,0.43,us,usb000r16p,2014-07-27T21:51:21.000Z,"5km E of Quezon, Philippines",earthquake,,8.8,0.201,7,reviewed,us,us
2014-04-12T10:03:48.310Z,14.7949,120.3222,100.53,4.6,mb,,106,0.91,0.8,us,usc000phf8,2014-07-01T02:37:59.000Z,"5km SE of Olongapo, Philippines",earthquake,,7.3,0.091,38,reviewed,us,us
2014-04-09T22:52:08.120Z,13.3495,120.2557,42.5,4.4,mb,,115,0.998,1.02,us,usb000qlmk,2014-07-01T02:37:53.000Z,"22km WSW of Harrison, Philippines",earthquake,,12.1,0.219,9,reviewed,us,us
2014-04-06T00:31:09.820Z,14.8032,120.4268,113.29,4.2,mb,,139,0.854,0.48,us,usb000ptls,2014-06-11T06:06:10.000Z,"5km S of San Benito, Philippines",earthquake,,7.9,0.121,20,reviewed,us,us
2014-04-03T07:47:41.140Z,15.485,119.5376,137.38,4.2,mb,,112,1.929,0.88,us,usb000pnxj,2014-06-11T06:06:05.000Z,"39km W of Palauig, Philippines",earthquake,,9.1,0.199,8,reviewed,us,us
2014-03-16T09:25:49.980Z,13.4731,120.9135,220.82,4.1,mb,,130,0.625,0.42,us,usc000npty,2014-05-16T21:51:43.000Z,"3km SSW of Balatero, Philippines",earthquake,,6.9,0.14,14,reviewed,us,us
2014-03-15T00:06:31.990Z,13.6488,120.7079,107.79,4.3,mb,,132,0.502,0.53,us,usc000nnya,2014-05-16T21:51:41.000Z,"17km W of Tingloy, Philippines",earthquake,,6.6,0.104,29,reviewed,us,us
2014-02-25T11:44:17.000Z,13.6492,120.8033,147.51,4.5,mb,,109,0.468,0.77,us,usc000mxr3,2014-05-07T00:03:10.000Z,"7km W of Tingloy, Philippines",earthquake,,4.9,0.064,71,reviewed,us,us
2014-02-25T09:16:27.780Z,13.5621,120.7428,41.44,4.3,mb,,138,0.568,0.27,us,usc000n4x7,2014-05-07T00:03:10.000Z,"10km N of Wawa, Philippines",earthquake,,13.2,0.201,7,reviewed,us,us
2014-02-11T13:01:59.030Z,14.0164,119.6323,10,4.4,mb,,103,1.268,0.56,us,usc000myei,2014-04-22T18:30:13.000Z,"47km WNW of Cabra, Philippines",earthquake,,2,0.31,7,reviewed,us,us
2014-02-07T02:27:23.000Z,13.7304,120.9394,126.76,4,mb,,127,0.369,0.31,us,usc000mvfh,2014-04-22T18:30:07.000Z,"0km SSE of Talaga, Philippines",earthquake,,5.4,0.366,6,reviewed,us,us
2014-02-01T21:41:12.130Z,13.8926,120.8749,205.11,4.2,mb,,122,0.216,0.42,us,usc000mqnt,2014-04-08T01:43:21.000Z,"2km SSW of Matingain, Philippines",earthquake,,4.6,0.147,15,reviewed,us,us
2014-01-27T21:37:11.600Z,14.1118,120.6178,121.06,4.5,mb,,66,0.309,1.29,us,usb000m99l,2014-03-27T18:15:45.000Z,"4km NNW of Nasugbu, Philippines",earthquake,,3.4,0.099,31,reviewed,us,us
2014-01-21T10:35:15.030Z,13.7147,120.2836,35.5,4.7,mb,,98,0.742,0.83,us,usc000mict,2014-03-22T00:05:27.000Z,"3km E of Looc, Philippines",earthquake,,3,0.101,30,reviewed,us,us
2014-01-15T04:16:18.970Z,16.246,120.589,59.62,4.2,mb,,133,2.157,0.79,us,usc000megq,2014-03-22T00:05:14.000Z,"9km SE of Tabaan, Philippines",earthquake,,8.8,0.237,5,reviewed,us,us
2014-01-05T16:58:21.820Z,13.4439,120.5039,70.31,4.7,mb,,66,0.777,0.73,us,usb000m4wg,2014-03-07T00:25:59.000Z,"5km NE of Paluan, Philippines",earthquake,,2.4,0.13,22,reviewed,us,us
2013-12-26T07:39:16.400Z,15.17,119.0134,61.11,4.6,mb,,77,2.143,0.66,us,usc000lypi,2014-02-28T08:44:08.000Z,"100km WSW of Palauig, Philippines",earthquake,,1.9,0.09,,reviewed,us,us
2013-12-18T14:46:10.510Z,16.0169,120.8943,51.43,4.9,mb,,59,1.904,0.97,us,usc000lmu9,2015-01-29T00:08:33.873Z,"9km ENE of Alac, Philippines",earthquake,,7.3,0.072,,reviewed,us,us
2013-12-11T07:07:33.750Z,13.803,120.7105,117.09,4.8,mb,,106,0.369,0.89,us,usc000llk8,2014-02-21T23:00:51.000Z,"4km S of Hukay, Philippines",earthquake,,4.6,0.078,,reviewed,us,us
2013-12-10T20:22:48.630Z,14.3603,119.123,39.85,4.6,mb,,94,1.777,0.79,us,usc000lk39,2014-02-21T23:00:50.000Z,"112km WNW of Cabra, Philippines",earthquake,,8.4,0.125,,reviewed,us,us
2013-12-08T17:49:00.720Z,13.5325,120.4966,41.72,4.5,mb,,119,0.709,0.66,us,usc000li6w,2014-02-15T01:32:13.000Z,"11km NE of Harrison, Philippines",earthquake,,8.3,0.096,,reviewed,us,us
2013-11-06T14:54:27.120Z,13.6562,120.9191,143.85,4.2,mb,,132,0.443,0.48,us,usb000kyk8,2014-01-17T00:29:10.000Z,"5km E of Tingloy, Philippines",earthquake,,3.9,0.112,,reviewed,us,us
2013-10-03T08:52:57.200Z,13.8398,120.8475,216.29,4.6,mb,,99,8.988,0.74,us,usb000k59l,2013-12-19T02:51:33.000Z,"7km WSW of San Luis, Philippines",earthquake,,7.3,0.081,,reviewed,us,us
2013-10-02T00:38:48.170Z,13.9014,120.6849,176.73,4.4,mb,,53,9.349,0.66,us,usb000k49d,2013-12-19T02:51:32.000Z,"3km E of Biga, Philippines",earthquake,,6.5,0.078,,reviewed,us,us
2013-09-27T08:03:17.950Z,14.42,119.0733,29.65,5.2,mb,,37,8.566,0.73,us,usb000k0w4,2013-12-13T09:00:34.000Z,"120km WNW of Cabra, Philippines",earthquake,,3.5,0.045,,reviewed,us,us
2013-09-21T18:26:14.500Z,13.3916,120.502,93.27,4.4,mb,,173,21.328,0.66,us,usb000k0su,2013-12-09T21:11:12.000Z,"5km ESE of Paluan, Philippines",earthquake,,11.4,0.179,,reviewed,us,us
2013-09-07T04:30:39.550Z,15.3708,121.6469,45.32,4.4,mb,,126,8.757,0.44,us,usc000jwv2,2015-01-31T04:44:38.514Z,"27km E of Dingalan, Philippines",earthquake,,8.2,0.127,,reviewed,us,us
